Year_Birth;Education;Marital_Status;Estimated_Income;Kid_home;Teen_home;Registration_date;Recency;Exist_Complain;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumWebPurchases;NumCatalogPurchases;NumStorePurchases
1981;Graduation;Divorced;28510;1;1;13.04.2021;72;0;44;5;19;0;4;19;2;0;4
1991;Master;Single;90638;0;0;13.02.2022;29;0;1156;120;915;94;144;96;3;4;10
1950;Graduation;Together;48070;0;1;13.01.2021;33;1;373;14;83;6;9;19;8;2;6
1957;Graduation;Married;43140;0;1;05.01.2021;68;0;134;8;76;6;0;11;4;1;5
1961;PhD;Divorced;54959;0;1;19.01.2021;55;0;1148;0;60;0;0;24;9;5;4
1958;Basic;Single;15056;1;1;03.05.2021;76;0;6;12;3;21;6;40;2;2;3
1971;Graduation;Single;26954;1;0;08.05.2022;17;0;4;1;11;0;0;1;1;0;2
1985;Graduation;Single;22327;1;0;02.08.2021;94;0;5;4;8;2;0;5;1;0;3
1965;Graduation;Married;44393;1;1;22.08.2021;86;0;24;2;20;2;2;10;1;0;4
1952;PhD;Single;62000;0;1;25.08.2021;25;0;899;0;101;0;0;20;6;6;13
1962;PhD;Together;31497;0;1;06.12.2020;22;0;108;1;28;13;1;4;3;1;4
1974;2n Cycle;Married;45894;0;2;27.02.2022;15;0;27;2;7;0;2;13;1;0;3
1970;Master;Divorced;78579;0;0;22.12.2020;35;0;816;66;549;216;66;99;5;6;4
1969;Master;Widow;67369;0;1;17.11.2020;81;0;1298;0;70;37;14;42;7;4;10
1960;Graduation;Divorced;58401;0;1;20.04.2022;55;0;10;0;11;17;29;29;1;2;2
1952;Graduation;Single;62307;0;1;17.02.2022;94;0;87;13;34;10;6;10;4;0;4
1969;Master;Married;43641;1;1;22.04.2021;50;0;57;2;51;4;2;23;2;1;4
1968;Master;Divorced;63841;0;1;21.04.2021;64;0;635;15;100;20;7;131;9;3;9
1965;2n Cycle;Married;46891;0;1;01.09.2021;91;0;43;12;23;29;15;61;2;1;4
1969;Master;Married;70091;1;0;31.03.2021;11;0;964;34;137;15;0;11;5;2;10
1972;PhD;Married;78075;0;0;05.04.2022;72;0;572;8;259;34;35;80;3;5;5
1961;2n Cycle;Widow;59184;0;1;09.09.2020;6;0;341;142;113;259;151;66;6;6;12
1977;Graduation;Married;54809;1;1;11.09.2021;0;0;63;6;57;13;13;22;2;1;5
1959;Graduation;Married;58113;0;1;25.01.2021;66;1;221;104;169;102;78;84;9;2;8
1958;Master;Married;51412;0;1;31.12.2021;42;0;140;3;29;4;5;14;3;2;4
1979;Graduation;Divorced;15287;1;0;10.10.2020;60;0;1;2;8;4;3;13;1;1;2
1957;Master;Together;66636;0;0;17.08.2021;64;0;291;10;689;84;10;0;3;4;9
1956;Master;Married;50965;0;1;20.02.2021;87;0;544;13;85;8;6;29;10;4;5
1965;PhD;Married;84618;0;0;22.11.2021;96;0;684;100;801;21;66;0;6;9;10
1990;Graduation;Married;18351;0;0;29.10.2021;1;0;1;12;9;0;14;7;2;0;3
1957;PhD;Together;40451;0;2;16.02.2022;54;0;35;0;4;0;0;10;1;1;2
1965;Graduation;Together;36317;0;1;22.05.2021;53;0;87;3;25;3;2;13;3;0;4
1957;Graduation;Together;42213;0;1;12.10.2021;96;0;309;3;24;4;3;20;5;1;7
1955;Graduation;Together;65748;0;1;15.04.2021;58;1;172;73;93;95;78;34;2;4;10
1972;Graduation;Together;77044;0;1;27.10.2021;12;0;625;38;242;50;34;76;7;11;11
1969;Graduation;Together;74918;0;0;12.03.2021;78;0;972;59;913;25;19;59;5;9;6
1972;Graduation;Married;56721;1;1;31.10.2020;64;0;157;6;39;6;13;75;4;1;5
1975;Graduation;Single;42160;1;1;28.06.2021;26;0;48;9;45;3;15;20;2;1;4
1965;Graduation;Single;61559;0;1;17.07.2021;8;0;279;83;88;32;14;34;4;2;10
1963;PhD;Together;33629;1;1;08.08.2020;49;0;132;0;16;0;0;4;3;1;4
1991;PhD;Together;68682;0;0;06.10.2021;56;0;919;0;505;99;30;45;4;9;10
1963;Graduation;Single;34377;0;1;19.01.2021;55;0;62;0;22;3;1;26;2;2;2
1986;Basic;Single;8940;1;0;22.08.2020;25;0;1;45;3;4;6;42;3;1;3
1973;Graduation;Married;26228;1;0;22.09.2021;50;0;2;6;4;3;1;9;1;0;2
1957;2n Cycle;Divorced;77297;0;0;26.01.2021;84;0;408;61;109;48;122;41;5;7;9
1981;Graduation;Married;40211;1;1;30.07.2021;30;0;51;1;7;2;1;25;2;1;2
1958;PhD;Widow;33438;1;1;22.09.2021;81;0;62;1;16;3;2;6;2;1;4
1959;PhD;Married;75032;0;1;28.04.2021;74;0;952;12;180;47;12;12;5;4;9
1955;PhD;Single;61284;0;0;12.10.2021;76;0;618;15;106;20;7;45;11;2;8
1986;Graduation;Married;22518;1;0;22.10.2020;36;0;11;7;12;2;2;27;2;1;2
1975;Master;Married;54730;0;1;15.08.2021;64;0;318;3;17;4;7;56;4;1;8
1955;Master;Married;38452;1;1;30.03.2022;62;0;56;0;14;0;0;2;3;0;3
1971;Graduation;Divorced;44421;1;1;15.02.2021;53;0;110;5;59;7;1;7;5;0;4
1986;PhD;Together;38197;1;0;29.06.2021;86;0;23;0;11;2;1;3;1;0;3
1978;Graduation;Divorced;41986;0;1;09.02.2022;15;0;27;5;8;8;3;12;3;0;4
1983;Graduation;Together;28427;1;0;21.03.2021;67;0;18;3;19;3;3;6;2;0;3
1976;PhD;Together;37395;1;0;02.05.2022;47;0;18;0;9;0;1;11;1;0;3
1971;Graduation;Married;64722;1;0;26.05.2022;47;0;303;0;280;60;147;15;8;2;11
1956;Master;Together;55249;0;1;17.04.2022;81;0;97;1;19;2;0;11;2;1;4
1972;Graduation;Together;84906;0;0;04.10.2021;98;0;997;15;414;99;30;76;5;6;12
1989;Graduation;Married;28691;1;0;04.07.2021;56;0;5;4;13;8;0;4;1;0;3
1952;Graduation;Single;44213;1;1;29.11.2021;48;0;95;11;35;0;4;7;2;1;5
1984;Basic;Single;25707;1;0;18.01.2022;18;0;1;6;2;3;6;3;1;0;3
1967;PhD;Married;59062;2;1;03.10.2021;74;0;46;1;12;3;0;9;2;0;3
1962;Graduation;Single;76624;0;1;24.05.2022;68;0;411;106;147;54;115;66;5;10;7
1947;Master;Together;66000;0;0;20.04.2022;36;0;244;51;270;101;0;45;1;3;5
1978;PhD;Together;27683;1;0;04.08.2020;90;0;152;9;121;12;12;45;6;2;4
1971;Graduation;Divorced;1730;0;0;18.05.2022;65;0;1;1;3;1;1;1;0;0;0
1992;Basic;Single;7500;1;0;03.12.2020;63;0;10;17;18;8;26;40;3;2;2
1968;Graduation;Together;40521;1;1;05.04.2021;82;0;12;0;5;0;0;4;0;1;2
1973;PhD;Together;20427;1;0;24.03.2022;63;0;5;0;4;0;0;1;1;0;2
1975;Graduation;Married;65106;0;1;24.05.2022;55;0;790;19;133;12;0;19;8;3;13
1965;PhD;Married;69969;0;0;27.08.2021;64;0;882;29;514;38;29;44;4;2;6
1952;Graduation;Married;67433;0;2;16.07.2021;51;0;615;28;259;12;48;30;6;5;13
1967;PhD;Married;77766;0;1;22.02.2021;97;0;1004;59;265;115;59;27;11;10;11
1972;Graduation;Married;74716;0;1;12.09.2021;92;0;133;27;421;13;195;71;7;3;5
1963;Graduation;Divorced;68118;0;1;18.10.2021;51;0;595;23;123;10;23;154;8;9;4
1970;PhD;Married;55158;1;1;30.07.2020;72;0;293;0;87;4;11;23;7;2;5
1955;2n Cycle;Married;62972;0;1;03.08.2020;39;0;313;15;47;20;0;192;7;4;3
1975;Graduation;Married;74190;0;1;12.05.2022;49;0;151;81;86;168;91;64;4;2;11
1976;Graduation;Married;39356;1;1;19.03.2022;21;0;15;0;2;0;0;6;1;0;2
1969;Graduation;Together;76653;0;0;16.08.2021;91;0;736;63;946;219;189;126;4;7;11
1973;PhD;Divorced;35860;1;1;19.05.2022;37;0;15;0;8;4;2;20;1;1;2
1983;PhD;Divorced;90687;0;0;22.05.2021;98;0;982;17;672;23;34;51;6;2;8
1982;Master;Together;73450;0;0;05.12.2021;85;0;1142;51;415;90;69;37;7;8;11
1960;Graduation;Married;31454;1;1;06.07.2021;40;0;28;0;11;0;0;9;2;0;3
1952;Graduation;Single;47139;1;1;06.03.2022;2;0;46;0;12;0;2;23;2;1;2
1975;Graduation;Divorced;83829;0;0;08.10.2021;78;0;897;161;430;186;161;27;4;7;6
1963;PhD;Married;53378;1;1;24.09.2020;41;0;489;6;152;8;6;132;9;4;6
1970;Graduation;Together;19656;1;0;08.02.2021;94;0;25;4;9;6;8;32;2;1;3
1948;PhD;Married;45579;0;1;20.08.2021;10;0;145;1;33;2;1;1;4;1;4
1958;2n Cycle;Single;85485;0;0;21.06.2022;73;0;630;26;611;44;18;54;6;6;6
1944;Graduation;Married;55956;0;0;07.04.2022;22;0;760;38;104;50;9;38;7;3;4
1963;Master;Single;64191;0;1;22.01.2021;30;0;420;15;186;151;38;15;5;3;13
1972;Graduation;Single;38808;1;0;26.08.2020;21;0;125;17;52;3;19;30;5;1;4
1966;Master;Married;57183;1;1;19.03.2021;51;0;464;5;64;7;0;70;9;1;7
1968;Master;Divorced;23748;1;0;21.11.2020;97;0;6;6;29;12;15;8;2;1;3
1971;Graduation;Married;66303;0;1;26.02.2021;56;0;1090;12;96;16;12;60;3;4;11
1975;Master;Married;37368;1;0;16.12.2021;4;0;3;2;11;2;2;10;1;0;2
1964;Graduation;Married;40800;1;2;01.01.2021;77;1;24;0;27;8;30;10;3;0;3
1978;Graduation;Divorced;71847;0;0;21.09.2020;95;0;737;21;106;55;63;210;6;7;9
1975;Graduation;Married;46149;0;1;29.11.2021;36;0;254;6;71;4;0;27;5;1;7
1983;Graduation;Together;78687;0;0;09.08.2020;13;0;817;185;687;145;55;241;4;6;8
1971;2n Cycle;Divorced;49118;0;0;18.08.2020;90;0;620;54;239;99;98;119;9;7;10
1957;PhD;Married;37633;1;1;20.09.2020;49;0;13;4;20;0;0;1;1;0;3
1951;Master;Together;39767;0;0;21.07.2021;18;0;113;61;204;34;26;47;7;1;7
1951;Basic;Married;26997;0;0;05.11.2020;89;0;7;23;78;133;49;144;4;2;5
1970;Graduation;Divorced;33986;1;0;14.03.2021;43;0;16;2;18;2;1;5;1;0;3
1972;PhD;Married;57091;0;1;23.11.2020;82;0;462;0;24;6;0;4;9;2;5
1969;2n Cycle;Married;46831;1;1;08.06.2021;84;0;22;2;10;6;4;34;1;2;2
1972;Master;Married;83151;0;0;10.02.2021;80;0;968;147;842;137;42;210;5;7;10
1971;Graduation;Married;52531;0;0;30.12.2020;68;0;283;112;151;51;72;125;7;2;10
1956;Graduation;Married;15759;0;0;05.09.2021;12;0;1;2;5;6;0;3;1;0;2
1971;Graduation;Single;22804;1;0;31.07.2021;75;0;14;1;7;2;1;1;2;0;2
1973;2n Cycle;Married;43050;1;0;18.03.2022;10;0;30;5;24;6;3;8;2;0;4
1977;PhD;Single;42997;1;1;07.12.2021;91;0;4;0;5;0;1;5;1;0;2
1963;PhD;Single;48918;1;1;12.04.2022;21;0;52;0;9;0;0;1;1;0;4
1954;Master;Together;60033;0;1;29.03.2022;28;0;62;1;57;19;11;48;2;1;5
1978;PhD;Together;34043;1;0;25.10.2021;97;0;20;2;14;3;0;10;2;0;2
1966;Graduation;Together;57811;0;1;24.06.2021;49;0;545;7;114;37;21;78;7;2;11
1946;Graduation;Married;78569;0;0;19.02.2022;14;0;558;79;622;207;175;95;4;6;4
1978;Graduation;Single;7500;1;1;27.12.2020;5;0;6;5;4;13;4;25;2;1;3
1971;Master;Together;157733;1;0;04.06.2021;37;0;39;1;9;2;0;8;1;0;1
1953;Graduation;Together;94384;0;0;04.03.2021;62;0;1111;24;790;160;45;172;5;8;5
1985;2n Cycle;Married;23148;0;0;18.02.2022;83;0;4;6;8;6;3;10;2;0;3
1970;Graduation;Divorced;44267;1;1;25.02.2021;48;0;183;5;65;3;5;49;5;2;4
1979;Graduation;Married;71626;0;0;01.11.2020;94;0;546;72;376;94;145;72;5;5;8
1966;Graduation;Together;60894;0;1;28.06.2021;61;0;606;7;155;10;0;54;10;3;8
1976;Graduation;Together;50200;1;1;03.04.2021;70;0;266;6;51;8;6;64;7;1;5
1965;PhD;Married;81051;0;0;23.05.2022;43;0;1142;29;249;38;29;14;5;5;12
1982;Graduation;Married;65169;0;0;14.01.2022;23;0;1074;0;69;0;0;46;10;4;13
1972;Graduation;Together;59868;0;1;22.07.2021;37;0;771;51;154;54;10;154;11;2;12
1960;PhD;Married;65695;0;1;31.01.2022;50;0;371;32;189;0;58;6;5;4;10
1956;Master;Single;64857;0;0;23.11.2020;78;0;556;14;717;210;0;43;7;5;10
1965;Master;Together;45143;0;1;26.08.2021;74;0;202;5;74;11;5;14;6;1;5
1955;2n Cycle;Together;74805;0;1;06.11.2021;14;0;209;162;209;41;162;37;4;7;10
1989;2n Cycle;Married;59060;1;0;11.01.2022;77;0;35;40;111;36;40;12;3;1;7
1962;PhD;Single;27238;1;1;20.04.2021;39;0;37;0;17;0;0;3;3;0;3
1965;Graduation;Together;47009;0;1;01.10.2021;89;0;171;45;73;59;10;90;3;2;8
1973;2n Cycle;Married;46094;1;1;10.06.2022;62;0;12;2;20;3;2;5;1;0;3
1972;Graduation;Married;40321;1;1;29.07.2021;59;0;44;4;21;6;0;27;3;0;3
1984;Graduation;Together;37235;1;0;01.02.2022;68;0;20;2;9;4;6;20;1;1;2
1960;Master;Married;81843;0;0;22.04.2021;13;0;779;86;537;34;69;138;5;9;12
1958;Master;Together;46692;0;1;06.06.2021;37;0;170;6;97;24;12;88;6;1;5
1968;Graduation;Together;77382;0;1;07.01.2022;36;0;491;48;231;112;105;134;5;7;12
1977;Graduation;Single;37774;2;0;03.09.2020;28;1;173;8;107;7;2;176;7;2;3
1974;Basic;Married;18393;1;0;29.03.2022;2;0;7;10;13;16;0;4;3;0;3
1962;Master;Married;72828;0;1;14.02.2021;17;0;1205;0;235;19;14;205;6;3;13
1982;Graduation;Married;24711;0;0;18.04.2022;86;0;10;7;25;6;3;7;3;0;3
1975;PhD;Married;45503;1;0;25.09.2021;54;0;97;4;44;6;1;18;3;1;4
1982;Master;Single;6560;0;0;12.12.2021;2;0;67;11;26;4;3;262;1;0;1
1945;PhD;Together;71604;0;0;17.11.2021;3;0;345;53;528;98;75;97;8;3;5
1979;Graduation;Married;27244;1;0;07.03.2022;84;0;6;5;17;3;24;46;2;2;2
1969;Graduation;Married;48752;1;1;12.12.2020;8;0;73;57;100;71;15;0;6;1;5
1962;Graduation;Married;71434;0;1;18.09.2021;4;0;711;36;217;172;96;168;7;4;7
1948;Graduation;Single;90842;0;0;29.07.2021;57;0;774;70;118;182;187;93;4;9;13
1978;Master;Married;88097;1;0;18.08.2020;24;0;163;0;480;0;126;75;6;5;8
1975;Graduation;Married;51948;0;1;17.09.2021;51;0;82;33;54;71;30;41;5;2;4
1982;Graduation;Together;71853;0;0;08.05.2021;29;0;358;108;413;141;97;32;2;8;6
1983;Master;Married;35876;0;0;20.04.2022;13;0;66;2;40;4;3;14;3;1;3
1952;Graduation;Widow;40049;0;1;16.10.2021;23;0;13;6;7;0;3;3;1;0;3
1982;Graduation;Single;39660;1;0;08.08.2020;36;0;139;13;78;20;13;36;7;1;3
1962;Graduation;Together;50127;0;1;29.05.2022;88;0;274;0;21;4;6;15;5;1;6
1977;Master;Married;43263;0;1;21.11.2020;2;0;262;6;61;0;10;102;5;2;6
1949;Master;Married;62845;1;1;01.10.2020;3;0;1099;0;45;0;0;34;3;4;10
1990;Graduation;Married;18929;0;0;16.02.2021;15;0;32;0;8;23;4;18;1;0;4
1982;Basic;Single;24367;1;0;20.03.2021;58;0;2;4;2;0;11;5;1;0;2
1975;Graduation;Single;33249;1;0;20.02.2021;11;0;6;10;21;19;14;42;2;1;3
1959;2n Cycle;Married;26887;0;1;10.02.2021;27;0;6;7;4;3;4;6;1;0;3
1983;PhD;Married;50150;0;0;20.06.2021;32;0;135;46;92;65;61;11;5;2;7
1976;Graduation;Together;62061;0;1;31.08.2021;12;0;641;7;84;0;30;38;10;4;7
1962;PhD;Divorced;85696;0;0;03.05.2021;88;0;714;76;395;116;0;12;4;6;9
1956;PhD;Together;76542;0;0;30.03.2021;91;0;794;73;573;0;29;14;4;8;10
1993;Graduation;Single;70515;0;0;21.10.2021;12;0;420;0;452;182;64;140;6;6;4
1987;Graduation;Together;18227;1;0;08.11.2020;21;0;1;2;7;4;3;11;0;1;2
1965;Graduation;Married;69139;0;1;27.01.2022;23;0;86;12;75;33;15;6;4;1;5
1982;Graduation;Married;69109;0;0;09.11.2020;10;0;823;25;459;124;29;95;6;6;7
1962;Graduation;Single;69627;0;1;17.03.2021;35;0;231;161;215;171;30;53;8;2;11
1978;Graduation;Married;38136;1;0;22.04.2021;69;0;8;15;27;0;20;33;3;1;2
1946;PhD;Single;62159;0;0;28.04.2022;68;0;182;17;259;77;70;29;6;2;10
1963;Graduation;Single;80695;0;0;29.12.2021;85;0;557;129;984;193;37;18;5;8;5
1971;Master;Single;33316;1;1;04.10.2021;34;0;79;1;31;4;4;12;2;1;4
1968;Graduation;Together;58554;1;1;26.09.2020;55;0;368;24;68;38;0;88;8;2;6
1992;Basic;Married;17256;1;0;23.11.2021;10;0;6;4;14;8;8;22;2;1;2
1974;Graduation;Divorced;53034;1;1;30.05.2021;30;0;160;15;196;15;11;50;6;1;7
1950;2n Cycle;Together;52203;0;0;31.07.2020;36;0;488;21;238;56;108;28;8;7;11
1977;2n Cycle;Divorced;59601;0;1;25.07.2021;14;0;691;7;69;0;7;23;2;2;7
1958;Master;Single;75154;0;1;04.09.2020;79;0;543;10;205;160;143;82;6;3;6
1976;Graduation;Single;47025;0;1;07.11.2021;52;0;254;7;108;20;0;26;6;3;5
1973;Graduation;Married;37971;1;0;25.11.2021;97;0;5;4;10;2;2;7;1;0;3
1968;Master;Divorced;41335;1;0;26.12.2021;24;0;112;19;21;16;14;5;4;1;4
1958;Graduation;Married;67267;0;1;13.05.2022;0;0;134;11;59;15;2;30;3;2;5
1975;Graduation;Single;57338;0;1;29.04.2022;96;0;143;6;52;11;8;17;4;1;5
1960;2n Cycle;Together;50523;1;1;25.12.2021;89;0;51;4;24;4;7;1;2;0;4
1965;Master;Single;35791;2;1;06.05.2021;94;0;27;0;5;0;0;3;1;0;3
1960;PhD;Divorced;50611;0;1;04.10.2020;98;0;459;0;24;6;0;4;4;5;7
1969;PhD;Married;56242;0;1;03.03.2021;72;0;689;8;167;11;8;88;8;4;11
1960;Graduation;Single;48904;0;1;02.12.2020;1;0;283;10;38;0;13;27;7;2;4
1975;Graduation;Single;56243;1;2;30.12.2021;26;0;347;0;35;4;3;7;4;2;8
1985;Graduation;Married;21355;1;0;20.08.2021;5;0;5;13;14;0;5;31;2;1;2
1971;Master;Together;57420;0;1;25.06.2021;22;0;280;0;18;0;0;24;5;1;6
1970;Master;Together;;0;1;01.04.2021;39;0;187;5;65;26;20;14;4;2;6
1955;Master;Divorced;46390;0;1;05.05.2022;56;0;95;14;64;2;9;38;4;2;3
1956;2n Cycle;Together;54342;1;1;03.07.2021;74;0;84;10;34;11;10;28;3;1;4
1958;Graduation;Together;;1;1;03.09.2020;87;0;19;4;12;2;2;6;1;0;3
1964;2n Cycle;Single;;1;1;12.01.2022;49;0;5;1;9;2;0;4;1;0;2
1973;Graduation;Married;20895;1;0;06.10.2020;24;0;18;3;17;3;0;4;2;0;3
1948;Graduation;Married;92344;0;0;15.01.2022;9;0;992;24;694;51;19;119;5;10;5
1972;PhD;Together;;1;0;02.03.2022;17;0;25;1;13;0;0;3;1;0;3
1976;2n Cycle;Together;26907;1;1;20.08.2021;10;0;9;1;7;0;3;2;1;0;3
1980;Graduation;Together;44964;1;1;16.12.2020;35;0;19;1;17;2;0;2;1;0;3
1979;Graduation;Together;75507;0;0;02.05.2022;56;0;709;93;374;104;80;80;8;6;6
1972;Master;Married;53761;1;1;11.10.2021;7;0;158;0;76;13;7;71;4;4;3
1973;Graduation;Together;22682;1;0;03.10.2021;51;0;10;14;29;4;2;36;2;1;4
1972;PhD;Together;38887;1;0;02.03.2022;17;0;25;1;13;0;0;3;1;0;3
1975;2n Cycle;Single;41658;1;1;09.11.2020;30;0;8;4;12;15;4;29;1;1;2
1972;PhD;Married;29791;1;0;15.05.2022;21;0;14;0;6;0;0;0;2;0;3
1956;Master;Married;63915;0;2;30.07.2021;2;0;622;7;115;30;0;15;6;3;12
1974;Graduation;Divorced;39996;1;1;22.05.2022;85;0;11;0;3;0;0;1;1;0;2
1972;Graduation;Divorced;26759;1;0;07.02.2022;65;0;25;3;16;8;5;2;2;1;3
1968;Master;Divorced;63841;0;1;21.04.2021;64;0;635;15;100;20;7;131;9;3;9
1969;PhD;Married;51039;1;1;10.12.2020;11;0;100;64;79;65;0;109;6;2;4
1961;Graduation;Married;60544;1;1;25.08.2020;92;0;201;2;43;3;5;35;5;1;5
1972;Graduation;Married;65685;0;1;29.03.2022;54;0;642;14;49;0;7;57;9;2;9
1953;Graduation;Married;37716;0;1;21.04.2022;4;0;97;1;41;6;2;41;4;1;3
1957;Graduation;Single;36864;0;1;13.08.2020;53;0;204;5;39;17;0;89;5;2;4
1970;Master;Married;44511;1;0;12.10.2020;39;0;513;7;133;46;14;14;8;4;8
1967;PhD;Married;36947;1;1;07.08.2020;49;0;88;3;21;4;1;29;3;0;4
1951;Master;Together;47352;0;1;11.04.2021;70;0;172;12;112;8;0;15;6;1;5
1953;Master;Married;67087;0;1;17.12.2021;40;0;329;35;222;130;35;43;7;5;8
1950;Graduation;Married;57045;0;1;08.09.2020;40;0;296;13;104;11;13;17;4;2;9
1953;PhD;Divorced;36957;1;1;06.09.2020;43;0;100;2;16;2;1;31;3;2;2
1977;PhD;Married;69389;0;1;28.09.2020;17;0;422;7;238;69;46;15;7;2;12
1972;Graduation;Married;80134;1;0;20.05.2021;40;0;1218;16;272;104;0;80;5;3;6
1969;Master;Married;43142;1;1;18.02.2022;84;0;5;1;7;2;1;4;1;0;2
1944;Graduation;Married;80589;0;0;22.01.2022;25;0;507;93;520;242;40;26;5;10;5
1990;Graduation;Single;34412;1;0;13.02.2021;62;0;52;12;50;4;36;55;5;0;3
1979;Graduation;Single;57537;1;0;10.06.2021;83;0;191;56;139;51;8;100;4;3;8
1966;Basic;Together;22634;0;0;16.01.2021;47;0;2;23;11;8;6;46;2;1;2
1948;Graduation;Together;51315;0;0;23.02.2022;45;0;68;28;39;16;30;41;2;2;5
1972;Graduation;Married;36026;2;1;16.03.2022;34;0;20;4;10;6;4;17;2;0;3
1973;Graduation;Married;24639;1;1;28.01.2022;3;0;20;3;16;0;4;1;2;0;4
1972;PhD;Together;34578;2;1;11.04.2022;1;0;7;0;1;0;0;0;1;0;2
1972;2n Cycle;Single;65704;0;0;13.10.2021;18;0;279;172;74;38;8;246;2;10;10
1966;Graduation;Single;63810;0;1;11.11.2020;45;0;977;12;253;16;12;101;4;3;12
1969;PhD;Together;54132;0;1;16.02.2022;81;0;30;1;8;0;0;3;1;0;3
1959;Graduation;Married;18690;0;0;28.12.2020;77;0;6;1;7;23;4;19;1;1;2
1970;Graduation;Married;28164;1;0;04.05.2021;23;0;3;18;26;11;8;12;2;0;4
1974;PhD;Married;34596;1;0;13.04.2021;48;0;14;0;2;0;0;7;1;0;2
1972;PhD;Married;43269;1;0;16.09.2021;61;0;10;1;7;0;0;1;1;0;2
1958;2n Cycle;Single;38741;1;1;30.03.2022;60;0;7;10;17;8;6;13;2;0;3
1972;Graduation;Single;31907;0;0;04.03.2021;75;0;33;87;64;175;16;74;6;1;6
1983;Master;Married;27100;1;0;05.04.2021;64;0;12;0;13;2;0;10;1;0;3
1973;2n Cycle;Divorced;31163;1;0;13.02.2022;54;0;2;3;10;11;2;10;1;0;3
1985;Graduation;Married;92533;0;0;19.12.2021;84;0;693;21;118;110;147;42;6;5;11
1973;Graduation;Single;34853;1;1;23.12.2021;75;0;9;3;15;2;3;2;2;0;3
1967;Graduation;Divorced;70844;1;1;30.10.2021;16;0;129;26;67;3;67;2;6;1;5
1979;2n Cycle;Married;31086;1;1;04.05.2021;79;0;16;2;11;3;0;16;1;1;2
1961;Graduation;Married;60544;1;1;25.08.2020;92;0;201;2;43;3;5;35;5;1;5
1986;2n Cycle;Together;20491;0;0;25.01.2021;16;0;5;4;5;4;2;10;0;1;2
1964;Graduation;Married;42523;0;0;23.04.2022;96;0;14;36;11;3;26;35;1;1;4
1983;Graduation;Married;39922;1;0;14.02.2021;30;0;29;12;59;19;1;36;3;0;4
1952;Graduation;Together;33402;1;1;18.07.2021;60;0;26;2;19;10;5;8;2;1;3
1949;Master;Married;36408;1;1;21.09.2021;11;0;9;1;4;3;2;3;1;0;2
1979;Graduation;Together;21645;1;0;03.09.2020;75;0;14;0;23;4;5;19;3;0;3
1948;Master;Widow;78427;0;0;24.10.2020;36;0;972;19;595;180;26;138;3;7;10
1946;Graduation;Together;82657;0;0;27.09.2021;71;0;966;168;672;246;105;126;7;5;10
1958;Graduation;Married;51876;0;0;15.10.2021;88;0;99;27;102;28;48;6;2;2;8
1971;2n Cycle;Married;78041;0;0;16.12.2020;93;0;482;35;553;72;160;17;4;4;9
1957;Graduation;Married;52852;0;1;01.12.2020;93;0;714;8;99;11;0;47;10;7;5
1982;PhD;Together;70038;0;0;25.10.2021;54;0;587;54;348;71;54;130;4;4;8
1973;2n Cycle;Together;69401;0;1;23.03.2022;41;0;399;27;159;58;8;39;4;4;5
1972;Graduation;Together;46053;1;0;17.02.2021;46;0;56;10;92;19;7;25;3;2;4
1965;Graduation;Married;77343;0;0;09.06.2022;28;0;227;151;573;98;54;31;3;4;9
1953;Graduation;Single;73892;0;0;13.11.2021;40;0;703;102;601;0;58;43;3;11;8
1967;PhD;Single;40304;1;0;30.09.2021;82;0;37;0;17;0;0;3;2;0;3
1965;PhD;Together;32727;0;0;28.08.2020;38;0;167;13;180;86;13;70;7;3;5
1969;Graduation;Together;68695;0;0;25.06.2022;3;0;458;81;356;106;50;40;4;4;7
1971;Graduation;Divorced;43300;0;1;13.10.2020;87;0;91;3;52;2;1;31;4;0;4
1972;Graduation;Together;26290;1;1;12.01.2021;49;0;15;8;16;11;5;22;2;0;4
1970;Graduation;Single;93790;0;0;12.02.2022;16;0;1302;68;731;89;114;45;6;7;12
1974;PhD;Married;38410;0;0;14.09.2020;65;0;153;64;123;116;64;14;5;2;9
1950;Master;Widow;64866;0;1;26.01.2022;9;0;508;5;21;7;5;10;7;3;7
1959;Graduation;Together;57957;0;1;19.08.2021;24;1;290;59;177;77;5;29;4;6;8
1955;PhD;Together;46015;1;1;13.04.2022;25;0;38;0;2;0;0;6;1;0;3
1978;Graduation;Together;16531;1;0;18.06.2022;43;0;2;13;6;7;5;11;3;0;3
1986;Master;Married;28072;1;0;08.07.2021;10;0;30;0;10;2;0;5;1;0;3
1963;Master;Divorced;49476;0;1;20.06.2021;29;0;386;23;95;54;41;196;2;11;5
1953;Graduation;Married;50725;0;1;13.02.2021;45;0;443;10;75;0;10;48;8;1;8
1952;Graduation;Together;83844;0;0;12.05.2021;57;0;901;31;345;75;31;191;4;4;11
1950;PhD;Married;41145;1;1;08.02.2022;20;0;9;0;3;0;0;1;0;0;3
1970;Graduation;Together;67419;0;1;16.01.2021;29;0;846;84;352;91;56;42;9;4;8
1970;2n Cycle;Married;23162;1;1;21.12.2021;82;0;8;3;9;19;4;22;1;1;3
1977;Graduation;Married;34380;1;0;02.05.2021;68;0;72;7;58;13;1;24;4;1;3
1966;Graduation;Single;34704;0;1;27.04.2021;65;0;29;0;5;0;1;5;1;0;3
