Target Label;Target Name;Clean Article
6;misc.forsale;I following cd I would like sell gross misconduct metal giant early metal compilation include aerosmith mountain blue oyster cult judus priest etc metal church blessing disguise excellent slayer hell await anthrax among live whiplash power pain dream theater image word pull I exodus fabulous disaster heavy death angel ultra violence hard find cd excellent condition scratch skip check several similar article seem go rate hence cd postage pay please e mail I interested I rarely read group I ship asap receive cash check money order e mail I snail mail address
14;sci.space;question come frequently enough faq
19;talk.religion.misc;convenient seem appropriate cross post alt conspiracy assume favorable interpretation degree measurement temperature centigrade rather common us fahrenheit still labor least misconception seem believe steel melt somewhere around c actually melting point iron alloy steel iron alloy neighborhood c even gun find area achieve c temperature steel part gun would deform would still trivial identify nature weapon fire isothermal process hot spot cold spot though cold purely relative term weapon necessarily situate hot spot seem imply even would melt anyway
14;sci.space;phil one early jet fighter I also think phil germans work wwii naca come world war ii nasa directly descend naca space add notice I mention sweep wing even though x test dryden steal one dirctly german difference sweep wing change angle sweep sweep wing perhaps similarity name cause confusion sweep wing fs sweep wing phil lot also military nasa aerodynamicist propose nasa test team demonstrate richard whitcomb r jones langley research center giant field dryden involve flight testing winglet area ruling respectively true use military aircraft testbed kc yf availability need military involvement yf completely kc bail air force course interested result supportive effort dryden fly first digital fly wire aircraft mechnaical analog backup show confident general dynamic decide make f flyby wire see successful mind avro arrow x fly wire aircraft much early analog phil egad I disagree mary shafer nasa habit acquire second hand military aircraft use testbed make thing kind confusing hand second hand navy plane give test pilot chance fold wing something pilot edwards air force base
10;rec.sport.hockey;I believe devil islander get point say example another team record point total islander devil record simple arithmetic involve calculus
2;comp.os.ms-windows.misc;I think question os x x run window app important question subsequent os version continue run app subsequent window version future keep future os run window app ole complex sign thing come fall I believe ibm long right view microsoft code way maintain sort compatibility reverse engineer would want reverse engineer ole application
15;soc.religion.christian;subject pretty much say I look johnny hart creator b c comic stip mailing address see take look strip good friday easter sunday remarkable witness anyone help I get touch I would really appreciate I contact paper carry strip get back I thank help dave arndt st peters evangelical lutheran church st peter mn
10;rec.sport.hockey;well I think whenever espn cover game wonderful job I understand cut ot show stupid baseball news important I wait score comeon sportscenter talk baseball basketball football show penguine highlight go back stupid basketball finally show highlight ot goal like sec I think give attention nhl playoff talk boring basketball game I guess nhls fault leave espn hope thing improve next season cobra
12;sci.electronics;yes radar detector less detectable radar detector detector
7;rec.autos;care typo meaningless synthetic name car name person e g honda I would respectful wrong gs sc use straight six es use v giant like toyota afford v inline lineup last long
5;comp.windows.x;aythe available x similar quickey macintosh something allow I store playback sequence keystroke menu selection mouse action direct towards another application could someone send I information availability hard think might send input x application hopefully deal response appropriately application go take second process I probably wait complete send another command thank
